Gene,TotalEvidenceCounts,EvidenceHit:MyList,EvidenceGO:MyList,EvidencePPI:MyList
415116,3.0,1,1,1
7841,3.0,1,1,1
3043,3.0,1,1,1
90007,3.0,1,1,1
1512,3.0,1,1,1
25942,3.0,1,1,1
10908,3.0,1,1,1
196528,3.0,1,1,1
288,3.0,1,1,1
6249,3.0,1,1,1
122809,3.0,1,1,1
5294,3.0,1,1,1
2308,3.0,1,1,1
3843,3.0,1,1,1
54471,3.0,1,1,1
23149,3.0,1,1,1
4627,3.0,1,1,1
10018,3.0,1,1,1
5929,3.0,1,1,1
3054,3.0,1,1,1
9663,3.0,1,1,1
10750,3.0,1,1,1
865,3.0,1,1,1
80169,3.0,1,1,1
1856,3.0,1,1,1
3566,3.0,1,1,1
149041,3.0,1,1,1
4899,3.0,1,1,1
4069,3.0,1,1,1
7297,3.0,1,1,1
25929,3.0,1,1,1
6868,3.0,1,1,1
283871,3.0,1,1,1
30009,3.0,1,1,1
23133,3.0,1,1,1
7917,3.0,1,1,1
26051,3.0,1,1,1
6576,3.0,1,1,1
100101267,3.0,1,1,1
55746,3.0,1,1,1
26999,3.0,1,1,1
10114,3.0,1,1,1
8826,3.0,1,1,1
23429,3.0,1,1,1
57459,3.0,1,1,1
57198,3.0,1,1,1
5286,3.0,1,1,1
8440,3.0,1,1,1
23049,3.0,1,1,1
63916,3.0,1,1,1
1889,3.0,1,1,1
23332,3.0,1,1,1
23264,3.0,1,1,1
8189,3.0,1,1,1
5290,3.0,1,1,1
153241,3.0,1,1,1
8898,3.0,1,1,1
9113,3.0,1,1,1
1263,3.0,1,1,1
7280,3.0,1,1,1
23326,3.0,1,1,1
23381,3.0,1,1,1
10514,3.0,1,1,1
10320,3.0,1,1,1
54890,3.0,1,1,1
1660,3.0,1,1,1
3123,3.0,1,1,1
8661,3.0,1,1,1
8658,3.0,1,1,1
51366,3.0,1,1,1
3718,3.0,1,1,1
10594,3.0,1,1,1
4649,3.0,1,1,1
29072,3.0,1,1,1
6709,3.0,1,1,1
84445,3.0,1,1,1
489,3.0,1,1,1
132660,3.0,1,1,1
55294,3.0,1,1,1
64332,3.0,1,1,1
22926,3.0,1,1,1
9883,3.0,1,1,1
116151,3.0,1,1,1
7874,3.0,1,1,1
57492,3.0,1,1,1
6197,3.0,1,1,1
5829,3.0,1,1,1
11091,3.0,1,1,1
2033,3.0,1,1,1
1994,3.0,1,1,1
8140,3.0,1,1,1
7273,3.0,1,1,1
64783,3.0,1,1,1
5723,3.0,1,1,1
8697,3.0,1,1,1
9852,3.0,1,1,1
10270,3.0,1,1,1
3007,3.0,1,1,1
10525,3.0,1,1,1
80853,3.0,1,1,1
3614,3.0,1,1,1
23141,3.0,1,1,1
283149,3.0,1,1,1
8943,3.0,1,1,1
