Gene,_SCORE_GRP11_,_SCORE_GRP8_,_SCORE_GRP20_,_SCORE_GRP16_,_SCORE_GRP10_,_SCORE_GRP3_,_SCORE_GRP2_,_SCORE_GRP1_,_SCORE_GRP6_,_SCORE_GRP9_,_SCORE_GRP7_,_SCORE_GRP17_,_SCORE_GRP4_,_SCORE_GRP12_,_SCORE_GRP15_,_SCORE_GRP19_,_SCORE_GRP14_,_SCORE_GRP5_,_SCORE_GRP13_,_SCORE_GRP18_,GRP1|6_R-HSA-1640170|-14.232|Cell Cycle,"GRP1|6_R-HSA-69278|-14.789|Cell Cycle, Mitotic",GRP1|6_R-HSA-68886|-9.578|M Phase,"GRP1|6_R-HSA-9716542|-7.318|Signaling by Rho GTPases, Miro GTPases and RHOBTB3",GRP1|6_R-HSA-194315|-7.057|Signaling by Rho GTPases,GRP1|6_R-HSA-195258|-10.649|RHO GTPase Effectors,GRP1|6_R-HSA-8953897|-4.889|Cellular responses to stimuli,GRP1|6_R-HSA-2262752|-4.632|Cellular responses to stress,GRP1|6_R-HSA-4839726|-15.901|Chromatin organization,GRP1|6_R-HSA-3247509|-15.901|Chromatin modifying enzymes,GRP1|6_R-HSA-3214847|-14.303|HATs acetylate histones,GRP1|24_hsa05034|-11.890|Alcoholism,GRP1|24_ko05034|-12.134|Alcoholism,GRP1|19_GO:0071103|-8.030|DNA conformation change,GRP1|19_GO:0006323|-7.707|DNA packaging,GRP1|19_GO:0006333|-6.896|chromatin assembly or disassembly,GRP1|19_GO:0071824|-5.107|protein-DNA complex subunit organization,GRP1|19_GO:0065004|-6.089|protein-DNA complex assembly,GRP1|19_GO:0031497|-6.933|chromatin assembly,GRP1|19_GO:0034728|-6.659|nucleosome organization,GRP1|19_GO:0006334|-8.169|nucleosome assembly,GRP1|6_R-HSA-9006931|-8.564|Signaling by Nuclear Receptors,GRP1|6_R-HSA-8939211|-7.894|ESR-mediated signaling,GRP1|6_R-HSA-8878171|-8.902|Transcriptional regulation by RUNX1,GRP1|6_R-HSA-2559583|-9.612|Cellular Senescence,GRP1|6_R-HSA-2559580|-11.257|Oxidative Stress Induced Senescence,GRP1|6_R-HSA-157118|-9.789|Signaling by NOTCH,GRP1|6_R-HSA-1912422|-13.399|Pre-NOTCH Expression and Processing,GRP1|6_R-HSA-1912408|-12.407|Pre-NOTCH Transcription and Translation,GRP1|24_ko05322|-10.792|Systemic lupus erythematosus,GRP1|24_hsa05322|-10.792|Systemic lupus erythematosus ,GRP1|6_R-HSA-3214815|-13.470|HDACs deacetylate histones,GRP1|6_R-HSA-9609690|-9.723|HCMV Early Events,GRP1|6_R-HSA-9610379|-10.792|HCMV Late Events,GRP1|6_R-HSA-9609646|-8.566|HCMV Infection,GRP1|6_R-HSA-3214858|-13.645|RMTs methylate histone arginines,GRP1|6_R-HSA-195721|-4.682|Signaling by WNT,GRP1|6_R-HSA-201681|-5.497|TCF dependent signaling in response to WNT,GRP1|6_R-HSA-9018519|-8.123|Estrogen-dependent gene expression,GRP1|6_R-HSA-8936459|-10.999|RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,GRP1|6_R-HSA-211000|-8.653|Gene Silencing by RNA,GRP1|6_R-HSA-5578749|-9.375|Transcriptional regulation by small RNAs,GRP1|6_R-HSA-212165|-8.165|Epigenetic regulation of gene expression,GRP1|6_R-HSA-73854|-9.144|RNA Polymerase I Promoter Clearance,GRP1|6_R-HSA-5250913|-9.375|Positive epigenetic regulation of rRNA expression,GRP1|6_R-HSA-73864|-9.032|RNA Polymerase I Transcription,GRP1|6_R-HSA-427389|-10.373|ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,GRP1|6_R-HSA-68875|-6.755|Mitotic Prophase,GRP1|6_R-HSA-2299718|-10.538|Condensation of Prophase Chromosomes,GRP1|6_R-HSA-8939236|-7.238|RUNX1 regulates transcription of genes involved in differentiation of HSCs,GRP1|6_R-HSA-5619507|-7.637|Activation of HOX genes during differentiation,GRP1|6_R-HSA-5617472|-7.637|Activation of anterior HOX genes in hindbrain development during early embryogenesis,GRP1|6_R-HSA-977225|-8.126|Amyloid fiber formation,GRP1|6_R-HSA-5250924|-9.284|B-WICH complex positively regulates rRNA expression,GRP1|6_R-HSA-9616222|-9.350|Transcriptional regulation of granulopoiesis,GRP1|6_R-HSA-212300|-10.622|PRC2 methylates histones and DNA,GRP1|6_R-HSA-5334118|-10.149|DNA methylation,GRP1|6_R-HSA-73728|-10.331|RNA Polymerase I Promoter Opening,GRP1|6_R-HSA-5625886|-9.974|Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3,GRP1|6_R-HSA-427359|-9.889|SIRT1 negatively regulates rRNA expression,GRP1|6_R-HSA-9710421|-9.483|Defective pyroptosis,GRP1|6_R-HSA-912446|-8.567|Meiotic recombination,GRP1|6_R-HSA-201722|-8.258|Formation of the beta-catenin:TCF transactivating complex,GRP1|6_R-HSA-73772|-8.258|RNA Polymerase I Promoter Escape,GRP1|6_R-HSA-5625740|-8.025|RHO GTPases activate PKNs,GRP1|6_R-HSA-9645723|-7.593|Diseases of programmed cell death,GRP1|6_R-HSA-427413|-7.391|NoRC negatively regulates rRNA expression,GRP1|6_R-HSA-5250941|-7.246|Negative epigenetic regulation of rRNA expression,GRP1|6_R-HSA-2559582|-7.152|Senescence-Associated Secretory Phenotype (SASP),GRP1|6_R-HSA-1500620|-6.881|Meiosis,GRP1|6_R-HSA-1474165|-5.912|Reproduction,GRP1|6_R-HSA-3214841|-11.987|PKMTs methylate histone lysines,GRP1|27_WP2369|-10.884|Histone modifications,GRP1|19_GO:0032200|-5.396|telomere organization,GRP1|6_R-HSA-3214842|-10.409|HDMs demethylate histones,GRP1|19_GO:0034723|-11.492|DNA replication-dependent nucleosome organization,GRP1|19_GO:0006335|-11.492|DNA replication-dependent nucleosome assembly,GRP1|19_GO:0030099|-2.158|myeloid cell differentiation,GRP1|19_GO:1903706|-2.286|regulation of hemopoiesis,GRP1|19_GO:0045637|-2.946|regulation of myeloid cell differentiation,GRP1|19_GO:0045638|-3.789|negative regulation of myeloid cell differentiation,GRP1|24_hsa05203|-4.093|Viral carcinogenesis,GRP1|24_ko05203|-4.308|Viral carcinogenesis,GRP1|6_R-HSA-73894|-4.100|DNA Repair,GRP1|6_R-HSA-5693532|-5.161|DNA Double-Strand Break Repair,GRP1|6_R-HSA-5693538|-6.088|Homology Directed Repair,GRP1|6_R-HSA-73884|-6.275|Base Excision Repair,GRP1|6_R-HSA-774815|-6.259|Nucleosome assembly,GRP1|6_R-HSA-606279|-6.259|Deposition of new CENPA-containing nucleosomes at the centromere,GRP1|6_R-HSA-73886|-3.768|Chromosome Maintenance,GRP1|6_R-HSA-2559586|-5.939|DNA Damage/Telomere Stress Induced Senescence,GRP1|6_R-HSA-110330|-5.305|Recognition and association of DNA glycosylase with site containing an affected purine,GRP1|6_R-HSA-171306|-5.555|Packaging Of Telomere Ends,GRP1|6_R-HSA-110331|-5.305|Cleavage of the damaged purine,GRP1|6_R-HSA-73927|-5.305|Depurination,GRP1|6_R-HSA-110328|-5.021|Recognition and association of DNA glycosylase with site containing an affected pyrimidine,GRP1|6_R-HSA-110329|-5.021|Cleavage of the damaged pyrimidine ,GRP1|6_R-HSA-73928|-5.021|Depyrimidination,"GRP1|6_R-HSA-73929|-4.915|Base-Excision Repair, AP Site Formation",GRP1|6_R-HSA-9670095|-4.667|Inhibition of DNA recombination at telomere,GRP1|6_R-HSA-1221632|-4.191|Meiotic synapsis,GRP1|6_R-HSA-157579|-3.118|Telomere Maintenance,GRP1|6_R-HSA-69481|-3.780|G2/M Checkpoints,GRP1|6_R-HSA-5693567|-4.005|HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),GRP1|6_R-HSA-5693607|-4.306|Processing of DNA double-strand break ends,GRP1|6_R-HSA-69473|-4.413|G2/M DNA damage checkpoint,GRP1|6_R-HSA-5693565|-3.442|Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,GRP1|6_R-HSA-5693571|-3.739|Nonhomologous End-Joining (NHEJ),GRP1|6_R-HSA-5693606|-3.407|DNA Double Strand Break Response,GRP1|6_R-HSA-2990846|-2.266|SUMOylation,GRP1|6_R-HSA-3108232|-2.356|SUMO E3 ligases SUMOylate target proteins,GRP1|6_R-HSA-4551638|-3.661|SUMOylation of chromatin organization proteins,"GRP1|19_GO:0006352|-2.644|DNA-templated transcription, initiation",GRP1|19_GO:0034724|-4.651|DNA replication-independent nucleosome organization,GRP1|19_GO:0006336|-4.729|DNA replication-independent nucleosome assembly,GRP1|19_GO:0045652|-3.448|regulation of megakaryocyte differentiation,GRP1|19_GO:0045653|-4.980|negative regulation of megakaryocyte differentiation,GRP1|19_GO:0030219|-2.530|megakaryocyte differentiation,GRP2|19_GO:1903047|-9.911|mitotic cell cycle process,GRP2|19_GO:0010564|-7.904|regulation of cell cycle process,GRP2|19_GO:0007346|-4.267|regulation of mitotic cell cycle,GRP2|19_GO:0044770|-4.416|cell cycle phase transition,GRP2|19_GO:0044772|-4.273|mitotic cell cycle phase transition,GRP2|19_GO:1901987|-4.274|regulation of cell cycle phase transition,GRP2|19_GO:1901990|-4.161|regulation of mitotic cell cycle phase transition,GRP2|19_GO:0044843|-2.494|cell cycle G1/S phase transition,GRP2|19_GO:0000082|-2.386|G1/S transition of mitotic cell cycle,GRP2|19_GO:1902806|-2.056|regulation of cell cycle G1/S phase transition,GRP2|19_GO:0045786|-2.528|negative regulation of cell cycle,GRP2|19_GO:0010948|-3.204|negative regulation of cell cycle process,GRP2|19_GO:0000075|-2.569|cell cycle checkpoint signaling,GRP2|19_GO:0007093|-2.152|mitotic cell cycle checkpoint signaling,GRP2|19_GO:0042770|-2.501|signal transduction in response to DNA damage,GRP2|19_GO:0045787|-3.882|positive regulation of cell cycle,GRP2|19_GO:0090068|-3.069|positive regulation of cell cycle process,GRP3|19_GO:0051301|-9.717|cell division,GRP3|19_GO:0051640|-3.423|organelle localization,GRP3|19_GO:0051656|-3.214|establishment of organelle localization,GRP3|19_GO:0048285|-6.830|organelle fission,GRP3|19_GO:0000280|-5.501|nuclear division,GRP3|19_GO:0140014|-6.725|mitotic nuclear division,GRP3|19_GO:0007059|-8.002|chromosome segregation,GRP3|19_GO:0098813|-5.025|nuclear chromosome segregation,GRP3|19_GO:0000819|-4.220|sister chromatid segregation,GRP3|19_GO:0000070|-4.388|mitotic sister chromatid segregation,GRP3|19_GO:0051303|-3.243|establishment of chromosome localization,GRP3|19_GO:0051310|-3.779|metaphase plate congression,GRP3|19_GO:0050000|-3.180|chromosome localization,GRP4|19_GO:0000226|-7.767|microtubule cytoskeleton organization,GRP4|19_GO:0007051|-5.528|spindle organization,GRP4|19_GO:1902850|-5.677|microtubule cytoskeleton organization involved in mitosis,GRP4|19_GO:0007052|-6.668|mitotic spindle organization,GRP4|19_GO:0051225|-2.564|spindle assembly,GRP4|19_GO:0090307|-2.954|mitotic spindle assembly,GRP4|19_GO:0051299|-5.417|centrosome separation,GRP4|19_GO:0007100|-4.124|mitotic centrosome separation,GRP4|19_GO:0046602|-3.406|regulation of mitotic centrosome separation,GRP5|6_R-HSA-69620|-6.653|Cell Cycle Checkpoints,GRP5|19_GO:0033044|-2.450|regulation of chromosome organization,GRP5|6_R-HSA-68877|-4.882|Mitotic Prometaphase,GRP5|6_R-HSA-5663220|-4.495|RHO GTPases Activate Formins,GRP5|6_R-HSA-141444|-3.595|Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,GRP5|6_R-HSA-141424|-3.595|Amplification of signal from the kinetochores,GRP5|6_R-HSA-69618|-3.118|Mitotic Spindle Checkpoint,GRP5|6_R-HSA-9648025|-3.019|EML4 and NUDC in mitotic spindle formation,GRP5|6_R-HSA-2500257|-2.812|Resolution of Sister Chromatid Cohesion,GRP5|19_GO:0008608|-3.506|attachment of spindle microtubules to kinetochore,GRP5|19_GO:0051304|-2.200|chromosome separation,GRP5|19_GO:0051983|-2.312|regulation of chromosome segregation,GRP5|19_GO:0007091|-2.371|metaphase/anaphase transition of mitotic cell cycle,GRP5|19_GO:0030071|-2.433|regulation of mitotic metaphase/anaphase transition,GRP5|19_GO:1902099|-2.341|regulation of metaphase/anaphase transition of cell cycle,GRP5|19_GO:0010965|-2.283|regulation of mitotic sister chromatid separation,GRP5|19_GO:0044784|-2.283|metaphase/anaphase transition of cell cycle,GRP5|19_GO:0051306|-2.228|mitotic sister chromatid separation,GRP5|19_GO:0033045|-2.097|regulation of sister chromatid segregation,GRP5|19_GO:1905818|-2.097|regulation of chromosome separation,GRP5|11_M129|-2.099|PID PLK1 PATHWAY,GRP5|27_WP4240|-2.621|Regulation of sister chromatid separation at the metaphase-anaphase transition,GRP5|19_GO:0045839|-2.035|negative regulation of mitotic nuclear division,"GRP5|19_GO:0071459|-2.107|protein localization to chromosome, centromeric region",GRP6|24_hsa05202|-2.533|Transcriptional misregulation in cancer,GRP6|24_ko05202|-2.933|Transcriptional misregulation in cancer,GRP6|27_WP4320|-6.557|Effect of progerin on genes involved in Hutchinson-Gilford progeria syndrome,GRP6|19_GO:0060968|-3.275|regulation of gene silencing,GRP6|27_WP4553|-3.335|FBXL10 enhancement of MAP/ERK signaling in diffuse large B-cell lymphoma,GRP6|6_R-HSA-1266695|-3.448|Interleukin-7 signaling,GRP7|19_GO:0006260|-6.111|DNA replication,GRP7|19_GO:0006261|-4.872|DNA-dependent DNA replication,GRP7|19_GO:0006281|-2.038|DNA repair,GRP7|19_GO:0006310|-3.525|DNA recombination,GRP7|19_GO:0000725|-2.526|recombinational repair,GRP7|19_GO:0000724|-2.564|double-strand break repair via homologous recombination,GRP7|19_GO:0000018|-2.597|regulation of DNA recombination,GRP7|19_GO:0045005|-2.035|DNA-dependent DNA replication maintenance of fidelity,GRP8|19_GO:0034660|-5.840|ncRNA metabolic process,GRP8|19_GO:0034470|-4.201|ncRNA processing,GRP8|19_GO:0006399|-2.403|tRNA metabolic process,GRP8|19_GO:0008033|-2.790|tRNA processing,GRP9|6_R-HSA-5688426|-3.147|Deubiquitination,GRP9|6_R-HSA-5689880|-2.302|Ub-specific processing proteases,"GRP9|19_GO:0040029|-3.092|regulation of gene expression, epigenetic",GRP9|19_GO:0034401|-2.812|chromatin organization involved in regulation of transcription,GRP9|19_GO:0097549|-2.464|chromatin organization involved in negative regulation of transcription,"GRP9|19_GO:0045814|-2.433|negative regulation of gene expression, epigenetic",GRP9|19_GO:0006342|-2.703|chromatin silencing,GRP9|6_R-HSA-5689603|-2.715|UCH proteinases,GRP9|6_R-HSA-5689901|-5.553|Metalloprotease DUBs,GRP10|19_GO:0016569|-4.920|covalent chromatin modification,GRP10|19_GO:0016570|-5.126|histone modification,GRP10|19_GO:0018205|-5.491|peptidyl-lysine modification,GRP10|19_GO:0032259|-3.655|methylation,GRP10|19_GO:0043414|-3.364|macromolecule methylation,GRP10|19_GO:0006479|-3.479|protein methylation,GRP10|19_GO:0016571|-4.438|histone methylation,GRP10|19_GO:0008213|-3.479|protein alkylation,GRP10|19_GO:0018022|-3.321|peptidyl-lysine methylation,GRP10|19_GO:0034968|-3.739|histone lysine methylation,GRP10|24_ko00310|-2.465|Lysine degradation,GRP10|24_hsa00310|-2.465|Lysine degradation ,GRP10|19_GO:0034770|-3.005|histone H4-K20 methylation,GRP11|19_GO:0010942|-5.414|positive regulation of cell death,GRP11|19_GO:0043068|-3.550|positive regulation of programmed cell death,GRP11|19_GO:0043065|-2.929|positive regulation of apoptotic process,GRP12|19_GO:1902115|-3.483|regulation of organelle assembly,GRP12|19_GO:0031023|-4.382|microtubule organizing center organization,GRP12|19_GO:0007098|-4.765|centrosome cycle,GRP12|19_GO:0098534|-3.884|centriole assembly,GRP12|19_GO:0007099|-4.110|centriole replication,GRP12|19_GO:0051298|-2.763|centrosome duplication,GRP12|19_GO:0046605|-2.003|regulation of centrosome cycle,GRP12|19_GO:0046599|-2.273|regulation of centriole replication,GRP13|24_ko05166|-3.811|HTLV-I infection,GRP13|24_hsa05166|-3.811|HTLV-I infection,GRP13|24_ko04110|-4.234|Cell cycle,GRP13|24_hsa04110|-4.234|Cell cycle ,GRP13|27_WP179|-3.574|Cell cycle,GRP13|27_WP2446|-4.680|Retinoblastoma gene in cancer,GRP13|6_R-HSA-453279|-4.246|Mitotic G1 phase and G1/S transition,GRP13|6_R-HSA-69206|-2.705|G1/S Transition,GRP13|27_WP45|-3.946|G1 to S cell cycle control,GRP13|11_M40|-4.440|PID E2F PATHWAY,GRP13|11_M121|-2.174|PID MTOR 4PATHWAY,GRP13|24_ko05215|-3.120|Prostate cancer,GRP13|24_hsa05215|-3.120|Prostate cancer ,GRP13|27_WP2261|-2.510|Glioblastoma signaling pathways,GRP13|27_WP2032|-2.200|Thyroid stimulating hormone (TSH) signaling pathway,GRP13|27_WP2586|-2.035|Aryl hydrocarbon receptor Netpath,GRP13|24_ko05220|-2.122|Chronic myeloid leukemia,GRP13|24_hsa05220|-2.122|Chronic myeloid leukemia ,GRP13|27_WP4674|-2.000|Head and neck squamous cell carcinoma,GRP13|24_ko05219|-2.277|Bladder cancer,GRP13|24_hsa05219|-2.277|Bladder cancer ,GRP13|6_R-HSA-9659787|-2.542|Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,GRP13|11_M3686|-2.896|SA REG CASCADE OF CYCLIN EXPR,"GRP13|6_R-HSA-9661069|-2.542|Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",GRP13|6_R-HSA-68689|-3.124|CDC6 association with the ORC:origin complex,GRP13|6_R-HSA-69205|-2.895|G1/S-Specific Transcription,GRP13|6_R-HSA-1538133|-4.062|G0 and Early G1,GRP13|6_R-HSA-1362300|-2.621|Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,GRP13|6_R-HSA-1362277|-2.400|Transcription of E2F targets under negative control by DREAM complex,GRP14|19_GO:0090407|-2.139|organophosphate biosynthetic process,GRP14|19_GO:0045017|-2.349|glycerolipid biosynthetic process,GRP14|6_R-HSA-1483257|-2.415|Phospholipid metabolism,GRP14|24_ko00564|-3.626|Glycerophospholipid metabolism,GRP14|24_hsa00564|-3.626|Glycerophospholipid metabolism ,GRP14|6_R-HSA-1483206|-2.152|Glycerophospholipid biosynthesis,GRP14|19_GO:0046341|-4.124|CDP-diacylglycerol metabolic process,GRP14|19_GO:0016024|-4.264|CDP-diacylglycerol biosynthetic process,GRP14|24_M00089|-3.765|Triacylglycerol biosynthesis,GRP14|24_hsa_M00089|-3.765|Triacylglycerol biosynthesis,GRP14|19_GO:0006654|-2.624|phosphatidic acid biosynthetic process,GRP14|19_GO:0046473|-2.440|phosphatidic acid metabolic process,GRP14|6_R-HSA-1483166|-2.316|Synthesis of PA,GRP14|19_GO:0046463|-2.783|acylglycerol biosynthetic process,GRP14|19_GO:0046460|-2.783|neutral lipid biosynthetic process,GRP14|19_GO:0019432|-2.240|triglyceride biosynthetic process,GRP15|19_GO:0044380|-4.223|protein localization to cytoskeleton,GRP15|19_GO:0072698|-3.493|protein localization to microtubule cytoskeleton,GRP15|19_GO:1905508|-2.529|protein localization to microtubule organizing center,GRP15|19_GO:0071539|-2.624|protein localization to centrosome,GRP16|19_GO:0070482|-2.530|response to oxygen levels,GRP16|19_GO:0036293|-2.390|response to decreased oxygen levels,GRP16|19_GO:0071453|-4.218|cellular response to oxygen levels,GRP16|19_GO:0036294|-3.944|cellular response to decreased oxygen levels,GRP16|19_GO:0071456|-2.904|cellular response to hypoxia,GRP16|19_GO:0002931|-2.497|response to ischemia,GRP17|19_GO:0044283|-2.434|small molecule biosynthetic process,GRP17|19_GO:0016053|-2.035|organic acid biosynthetic process,GRP17|19_GO:0046394|-2.055|carboxylic acid biosynthetic process,GRP17|19_GO:0006520|-3.892|cellular amino acid metabolic process,GRP17|19_GO:1901605|-3.797|alpha-amino acid metabolic process,GRP17|19_GO:0009064|-4.191|glutamine family amino acid metabolic process,GRP17|19_GO:0008652|-3.442|cellular amino acid biosynthetic process,GRP17|19_GO:1901607|-2.921|alpha-amino acid biosynthetic process,GRP17|19_GO:0006541|-3.157|glutamine metabolic process,GRP17|6_R-HSA-8956320|-2.706|Nucleobase biosynthesis,GRP17|19_GO:0009066|-2.823|aspartate family amino acid metabolic process,GRP18|27_WP4286|-2.341|Genotoxicity pathway,GRP18|6_R-HSA-6791312|-2.035|TP53 Regulates Transcription of Cell Cycle Genes,GRP18|6_R-HSA-6804116|-4.124|TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,GRP18|19_GO:0051782|-2.469|negative regulation of cell division,GRP18|19_GO:0000083|-2.335|regulation of transcription involved in G1/S transition of mitotic cell cycle,GRP19|19_GO:0090305|-2.213|nucleic acid phosphodiester bond hydrolysis,GRP19|19_GO:0090501|-2.844|RNA phosphodiester bond hydrolysis,"GRP19|19_GO:0090502|-4.075|RNA phosphodiester bond hydrolysis, endonucleolytic",GRP19|19_GO:0000966|-2.160|RNA 5'-end processing,GRP19|19_GO:0034471|-2.273|ncRNA 5'-end processing,"GRP19|19_GO:0000466|-2.107|maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",GRP20|19_GO:0030031|-3.710|cell projection assembly,GRP20|19_GO:0120031|-3.864|plasma membrane bounded cell projection assembly,GRP20|19_GO:0044782|-2.842|cilium organization,GRP20|19_GO:0060271|-3.201|cilium assembly,GRP20|19_GO:0031344|-2.168|regulation of cell projection organization,GRP20|19_GO:0031346|-2.890|positive regulation of cell projection organization,GRP20|19_GO:0060491|-2.881|regulation of cell projection assembly,GRP20|19_GO:0120032|-2.913|regulation of plasma membrane bounded cell projection assembly,GRP20|19_GO:0120034|-2.643|positive regulation of plasma membrane bounded cell projection assembly,GRP20|19_GO:0045724|-2.160|positive regulation of cilium assembly,_SORT_,_SORT_GRP1_,_SORT_GRP2_,_SORT_GRP3_,_SORT_GRP4_,_SORT_GRP5_,_SORT_GRP6_,_SORT_GRP7_,_SORT_GRP8_,_SORT_GRP9_,_SORT_GRP10_,_SORT_GRP11_,_SORT_GRP12_,_SORT_GRP13_,_SORT_GRP14_,_SORT_GRP15_,_SORT_GRP16_,_SORT_GRP17_,_SORT_GRP18_,_SORT_GRP19_,_SORT_GRP20_
10013,0.6666666666666666,0.0,0.4,0.0,0.23076923076923078,0.15384615384615385,0.0,0.059322033898305086,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,36,39,0,30,19,0,0,0,0,9,14,22,0,0,0,0,0,0,0,0,13
