_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-3.9,COVID255,M1,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C5_Down,,-3.9,4.3,5.1,28160,142,464,10,2.2,0.67,1471|1843|2353|3105|6303|7305|7940|9445|10875|57035,CST3|DUSP1|FOS|HLA-A|SAT1|TYROBP|LST1|ITM2B|FGL2|RSRP1,-1.5,0
1,-3.6,COVID333,M1,1,0,COVID,200,RNA_Wilk_CD4+T-cells_patient-C7_Up,,-3.6,23,8,28160,8,464,3,0.65,0.37,2353|6772|64167,FOS|STAT1|ERAP2,-1.3,0
1,-3.4,COVID251,M1,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C3_Down,,-3.4,6.3,5.2,28160,58,464,6,1.3,0.52,567|1471|1843|2353|9445|10875,B2M|CST3|DUSP1|FOS|ITM2B|FGL2,-1.1,0
1,-3.4,COVID350,M1,1,0,COVID,200,RNA_Wilk_B-cells_patient-C7_Down,,-3.4,7.8,5.5,28160,39,464,5,1.1,0.48,973|3105|3507|4050|5790,CD79A|HLA-A|IGHM|LTB|PTPRCAP,-1,0
1,-3.3,COVID305,M1,1,0,COVID,200,RNA_Wilk_CD8+T-cells_patient-C1B-severe_Up,,-3.3,18,7,28160,10,464,3,0.65,0.37,6966|10875|54739,TRGC1|FGL2|XAF1,-0.99,0
1,-3.3,COVID036,M1,1,0,COVID,200,RNA_Sun_Calu-3_0h_Up,,-3.3,2.8,4.1,28160,300,464,14,3,0.79,843|969|1052|1843|2081|2353|3460|4050|4938|4940|6303|9249|25816|51513,CASP10|CD69|CEBPD|DUSP1|ERN1|FOS|IFNGR2|LTB|OAS1|OAS3|SAT1|DHRS3|TNFAIP8|ETV7,-0.98,0
1,-3.2,COVID327,M1,1,0,COVID,200,RNA_Wilk_CD4+T-cells_patient-C4_Up,,-3.2,10,5.8,28160,24,464,4,0.86,0.43,3507|4599|10964|54739,IGHM|MX1|IFI44L|XAF1,-0.94,0
1,-3.1,COVID289,M1,1,0,COVID,200,RNA_Wilk_NK-cells_patient-C1B-severe_Up,,-3.1,15,6.4,28160,12,464,3,0.65,0.37,6966|10219|28526,TRGC1|KLRG1|TRDC,-0.8,0
1,-3,COVID343,M1,1,0,COVID,200,RNA_Wilk_B-cells_patient-C4_Up,,-3,4,4.3,28160,121,464,8,1.7,0.6,2537|3507|3512|4599|6772|9636|10410|10964,IFI6|IGHM|JCHAIN|MX1|STAT1|ISG15|IFITM3|IFI44L,-0.79,0
1,-2.9,COVID191,M1,1,0,COVID,200,RNA_Stukalov_A549-ACE2_24h_Up,,-2.9,4.3,4.3,28160,98,464,7,1.5,0.57,374|597|1843|2353|84811|85028|440400,AREG|BCL2A1|DUSP1|FOS|BUD13|SNHG12|RNASEK,-0.68,0
1,-2.8,COVID373,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_NSP2,,-2.8,2.9,3.8,28160,228,464,11,2.4,0.71,3433|3434|3437|6772|23586|24138|51191|58533|64343|80318|445815,IFIT2|IFIT1|IFIT3|STAT1|DDX58|IFIT5|HERC5|SNX6|AZI2|GKAP1|PALM2AKAP2,-0.6,0
1,-2.7,COVID365,M1,1,0,COVID,200,Interactome_Laurent_HEK293_24h_N,,-2.7,4.6,4.2,28160,79,464,6,1.3,0.52,3433|3434|3437|5610|24138|80318,IFIT2|IFIT1|IFIT3|EIF2AK2|IFIT5|GKAP1,-0.52,0
1,-2.7,COVID259,M1,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C7_Down,,-2.7,7.4,4.7,28160,33,464,4,0.86,0.43,1471|2353|3105|57035,CST3|FOS|HLA-A|RSRP1,-0.51,0
1,-2.5,COVID346,M1,1,0,COVID,200,RNA_Wilk_B-cells_patient-C5_Down,,-2.5,3,3.5,28160,181,464,9,1.9,0.64,973|1843|2353|3105|4050|5790|51523|57035|201895,CD79A|DUSP1|FOS|HLA-A|LTB|PTPRCAP|CXXC5|RSRP1|SMIM14,-0.35,0
1,-2.4,COVID248,M1,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C2_Up,,-2.4,4.8,3.9,28160,63,464,5,1.1,0.48,1191|3507|10410|10581|91351,CLU|IGHM|IFITM3|IFITM2|DDX60L,-0.3,0
1,-2.4,COVID134,M1,1,0,COVID,200,Proteome_Stukalov_A549-ACE2_24h_Down,,-2.4,2.4,3.2,28160,299,464,12,2.6,0.74,3105|6502|6811|8971|23557|26472|79921|91272|114984|115939|221078|550643,HLA-A|SKP2|STX5|H1-10|SNAPIN|PPP1R14B|TCEAL4|BOD1|FLYWCH2|TSR3|NSUN6|NBDY,-0.27,0
1,-2.4,COVID024,M1,1,0,COVID,200,RNA_Keller_B-cells-Infected_CD21pos_Up,,-2.4,2.4,3.2,28160,300,464,12,2.6,0.74,969|3384|6320|10346|51251|51599|79921|128346|257144|342926|441168|100128252,CD69|ICAM2|CLEC11A|TRIM22|NT5C3A|LSR|TCEAL4|C1orf162|GCSAM|ZNF677|CALHM6|ZNF667-AS1,-0.27,0
1,-2.4,COVID033,M1,1,0,COVID,200,RNA_Liao_BALF-severe-vs-mild_Down,,-2.4,2.4,3.2,28160,300,464,12,2.6,0.74,2793|2848|4509|6894|9338|28518|28669|51601|64172|64174|80746|115817,GNGT2|GPR25|ATP8|TARBP1|TCEAL1|TRDV1|TRAV14DV4|LIPT1|OSGEPL1|DPEP2|TSEN2|DHRS1,-0.27,0
1,-2.3,COVID022,M1,1,0,COVID,200,RNA_Keller_B-cells-CD21pos_infection_Up,,-2.3,2.5,3.2,28160,269,464,11,2.4,0.71,843|4938|4940|6659|6772|7940|9246|9473|10875|23569|100996246,CASP10|OAS1|OAS3|SOX4|STAT1|LST1|UBE2L6|THEMIS2|FGL2|PADI4|LINC02361,-0.21,0
1,-2.3,COVID192,M1,1,0,COVID,200,RNA_Stukalov_A549-ACE2_30h_Down,,-2.3,3.8,3.5,28160,97,464,6,1.3,0.52,10126|27018|28971|51147|56898|123688,DNAL4|BEX3|AAMDC|ING4|BDH2|HYKK,-0.21,0
