_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-18,COVID268,M1,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C5_Up,,-18,14,16,28160,100,455,22,4.8,1,2537|3315|3434|3437|3684|4502|4599|4600|4940|5359|8638|9636|10410|10561|10964|26010|51056|51191|85441|91543|94240|219285,IFI6|HSPB1|IFIT1|IFIT3|ITGAM|MT2A|MX1|MX2|OAS3|PLSCR1|OASL|ISG15|IFITM3|IFI44|IFI44L|SPATS2L|LAP3|HERC5|HELZ2|RSAD2|EPSTI1|SAMD9L,-15,0
1,-18,COVID054,M1,1,0,COVID,200,RNA_Xiong_PBMC_Up,,-18,7,13,28160,300,455,34,7.5,1.2,3512|8971|28299|28388|28392|28394|28395|28412|28420|28444|28448|28452|28465|28793|28796|28797|28809|28815|28817|28822|28874|28876|28882|28893|28904|28912|28914|28937|28938|28941|51056|55871|729230|100131234,JCHAIN|H1-10|IGKV1-5|IGHV5-51|IGHV4-59|IGHV4-39|IGHV4-34|IGHV3-66|IGHV3-53|IGHV3-21|IGHV3-15|IGHV3-7|IGHV1-46|IGLV3-25|IGLV3-21|IGLV3-19|IGLV3-1|IGLV2-14|IGLV2-8|IGLV1-47|IGKV3D-20|IGKV3D-11|IGKV2D-29|IGKV1D-39|IGKV1D-8|IGKV3-20|IGKV3-11|IGKV1-17|IGKV1-16|IGKV1-9|LAP3|CBWD1|CCR2|MIR181A1HG,-15,0
1,-17,COVID299,M1,1,0,COVID,200,RNA_Wilk_NK-cells_patient-C6_Up,,-17,29,20,28160,30,455,14,3.1,0.81,2537|3437|3669|4599|4940|5610|9636|10346|10561|10964|54739|54809|91543|219285,IFI6|IFIT3|ISG20|MX1|OAS3|EIF2AK2|ISG15|TRIM22|IFI44|IFI44L|XAF1|SAMD9|RSAD2|SAMD9L,-14,0
1,-16,COVID038,M1,1,0,COVID,200,RNA_Sun_Calu-3_12h_Up,,-16,6.6,13,28160,300,455,32,7,1.2,3433|3434|3437|3669|4599|4600|4734|4938|4940|5359|5610|8638|10346|10561|10964|11080|11274|24138|27074|51131|51191|51513|54739|54809|55603|64108|91351|91543|94240|129607|152926|219285,IFIT2|IFIT1|IFIT3|ISG20|MX1|MX2|NEDD4|OAS1|OAS3|PLSCR1|EIF2AK2|OASL|TRIM22|IFI44|IFI44L|DNAJB4|USP18|IFIT5|LAMP3|PHF11|HERC5|ETV7|XAF1|SAMD9|TENT5A|RTP4|DDX60L|RSAD2|EPSTI1|CMPK2|PPM1K|SAMD9L,-13,0
1,-16,COVID287,M1,1,0,COVID,200,RNA_Wilk_NK-cells_patient-C1A-mild_Up,,-16,25,18,28160,34,455,14,3.1,0.81,2537|3437|4599|4600|4940|5610|6966|6967|9636|10561|10964|54739|54809|219285,IFI6|IFIT3|MX1|MX2|OAS3|EIF2AK2|TRGC1|TRGC2|ISG15|IFI44|IFI44L|XAF1|SAMD9|SAMD9L,-13,0
1,-15,COVID032,M1,1,0,COVID,200,RNA_Liao_BALF-severe_Up,,-15,6.2,12,28160,300,455,30,6.6,1.2,1191|3507|3665|3669|4599|4600|8519|10410|10578|10581|11274|11277|28299|28392|28444|28465|28793|28813|28815|28912|28941|51513|81030|84941|85441|91543|389289|445815|100463486|109703458,CLU|IGHM|IRF7|ISG20|MX1|MX2|IFITM1|IFITM3|GNLY|IFITM2|USP18|TREX1|IGKV1-5|IGHV4-59|IGHV3-21|IGHV1-46|IGLV3-25|IGLV2-23|IGLV2-14|IGKV3-20|IGKV1-9|ETV7|ZBP1|HSH2D|HELZ2|RSAD2|ANXA2R|PALM2AKAP2|MTRNR2L8|HTD2,-12,0
1,-15,COVID042,M1,1,0,COVID,200,RNA_Sun_Calu-3_7h_Up,,-15,16,15,28160,63,455,16,3.5,0.86,3434|3437|4599|4600|4940|9636|10346|10561|10964|11274|27074|51513|54739|91543|94240|129607,IFIT1|IFIT3|MX1|MX2|OAS3|ISG15|TRIM22|IFI44|IFI44L|USP18|LAMP3|ETV7|XAF1|RSAD2|EPSTI1|CMPK2,-12,0
1,-14,COVID266,M1,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C4_Up,,-14,14,14,28160,77,455,17,3.7,0.89,2537|3434|3437|3507|3684|4599|4940|9636|10410|10561|10964|54739|54809|91543|94240|140691|219285,IFI6|IFIT1|IFIT3|IGHM|ITGAM|MX1|OAS3|ISG15|IFITM3|IFI44|IFI44L|XAF1|SAMD9|RSAD2|EPSTI1|TRIM69|SAMD9L,-11,0
1,-14,COVID357,M1,1,0,COVID,200,RNA_Zhang_T-cells_severe-only_Up,,-14,13,14,28160,79,455,17,3.7,0.89,1471|2207|3433|3512|5473|5729|7305|9111|28815|28912|51056|51191|64167|85441|91351|113402|445815,CST3|FCER1G|IFIT2|JCHAIN|PPBP|PTGDR|TYROBP|NMI|IGLV2-14|IGKV3-20|LAP3|HERC5|ERAP2|HELZ2|DDX60L|SFT2D1|PALM2AKAP2,-11,0
1,-13,COVID319,M1,1,0,COVID,200,RNA_Wilk_CD4+T-cells_patient-C1A-mild_Up,,-13,20,16,28160,40,455,13,2.9,0.78,2537|3437|4599|4600|4940|5610|9636|10346|10410|10561|10964|54739|219285,IFI6|IFIT3|MX1|MX2|OAS3|EIF2AK2|ISG15|TRIM22|IFITM3|IFI44|IFI44L|XAF1|SAMD9L,-10,0
1,-13,COVID295,M1,1,0,COVID,200,RNA_Wilk_NK-cells_patient-C4_Up,,-13,28,17,28160,24,455,11,2.4,0.72,3437|3507|4599|4938|4940|9636|10346|10561|10964|54739|91543,IFIT3|IGHM|MX1|OAS1|OAS3|ISG15|TRIM22|IFI44|IFI44L|XAF1|RSAD2,-10,0
1,-13,COVID237,M1,1,0,COVID,200,Proteome_Klann_Caco-2_24h_Up,,-13,13,13,28160,76,455,16,3.5,0.86,2537|3433|3434|3437|3669|3965|4938|4940|5359|9636|10346|10379|51191|85441|94240|118788,IFI6|IFIT2|IFIT1|IFIT3|ISG20|LGALS9|OAS1|OAS3|PLSCR1|ISG15|TRIM22|IRF9|HERC5|HELZ2|EPSTI1|PIK3AP1,-10,0
1,-12,COVID345,M1,1,0,COVID,200,RNA_Wilk_B-cells_patient-C5_Up,,-12,9.6,12,28160,116,455,18,4,0.91,2537|3434|3437|3512|3669|4599|4938|4940|9636|10410|10561|10964|28395|51056|54739|91543|219285|729230,IFI6|IFIT1|IFIT3|JCHAIN|ISG20|MX1|OAS1|OAS3|ISG15|IFITM3|IFI44|IFI44L|IGHV4-34|LAP3|XAF1|RSAD2|SAMD9L|CCR2,-9.3,0
1,-12,COVID335,M1,1,0,COVID,200,RNA_Wilk_B-cells_patient-C1A-mild_Up,,-12,14,13,28160,63,455,14,3.1,0.81,2537|3437|3507|3512|3669|4599|4940|5610|9636|10410|10561|10964|51056|54739,IFI6|IFIT3|IGHM|JCHAIN|ISG20|MX1|OAS3|EIF2AK2|ISG15|IFITM3|IFI44|IFI44L|LAP3|XAF1,-9,0
1,-11,COVID303,M1,1,0,COVID,200,RNA_Wilk_CD8+T-cells_patient-C1A-mild_Up,,-11,29,16,28160,19,455,9,2,0.65,2537|3437|4599|4940|5610|9636|10561|10964|54739,IFI6|IFIT3|MX1|OAS3|EIF2AK2|ISG15|IFI44|IFI44L|XAF1,-8.3,0
1,-11,COVID030,M1,1,0,COVID,200,RNA_Liao_BALF-mild_Up,,-11,5.2,9.3,28160,300,455,25,5.5,1.1,1191|2848|3490|3669|3823|4509|4599|6981|8519|10410|11274|11277|27074|28392|28692|28813|28815|28912|81030|84941|85441|91543|445815|100463486|109703458,CLU|GPR25|IGFBP7|ISG20|KLRC3|ATP8|MX1|TRGV7|IFITM1|IFITM3|USP18|TREX1|LAMP3|IGHV4-59|TRAV1-2|IGLV2-23|IGLV2-14|IGKV3-20|ZBP1|HSH2D|HELZ2|RSAD2|PALM2AKAP2|MTRNR2L8|HTD2,-7.7,0
1,-10,COVID315,M1,1,0,COVID,200,RNA_Wilk_CD8+T-cells_patient-C6_Up,,-10,17,13,28160,41,455,11,2.4,0.72,2537|3437|3669|4599|5610|8519|9636|10561|10964|54739|219285,IFI6|IFIT3|ISG20|MX1|EIF2AK2|IFITM1|ISG15|IFI44|IFI44L|XAF1|SAMD9L,-7.6,0
1,-10,COVID020,M1,1,0,COVID,200,RNA_Blanco-Melo_NHBE_Up,,-10,10,11,28160,85,455,14,3.1,0.81,597|684|2537|3665|4050|4599|4600|4938|4940|8519|10379|54739|85441|94240,BCL2A1|BST2|IFI6|IRF7|LTB|MX1|MX2|OAS1|OAS3|IFITM1|IRF9|XAF1|HELZ2|EPSTI1,-7.2,0
1,-10,COVID354,M1,1,0,COVID,200,RNA_Zhang_NK-cells_severe-only_Up,,-10,15,12,28160,45,455,11,2.4,0.72,1471|2207|3433|3490|9111|28815|28912|51056|51191|91351|445815,CST3|FCER1G|IFIT2|IGFBP7|NMI|IGLV2-14|IGKV3-20|LAP3|HERC5|DDX60L|PALM2AKAP2,-7.1,0
