_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
1,-39,COVID244,M1,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C1A-mild_Up,,-39,25,28,28160,80,472,34,7.2,1.2,567|1191|2537|2896|3105|3428|3434|3437|3512|3665|4061|4599|4600|4938|4939|4940|5359|5610|6772|8638|9636|10346|10410|10561|10581|10964|54739|54809|83666|91351|91543|94240|129607|219285,B2M|CLU|IFI6|GRN|HLA-A|IFI16|IFIT1|IFIT3|JCHAIN|IRF7|LY6E|MX1|MX2|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|STAT1|OASL|ISG15|TRIM22|IFITM3|IFI44|IFITM2|IFI44L|XAF1|SAMD9|PARP9|DDX60L|RSAD2|EPSTI1|CMPK2|SAMD9L,-35,0
1,-35,COVID282,M1,1,0,COVID,200,RNA_Wilk_Dendritic-cells_patient-C5_Up,,-35,25,27,28160,73,472,31,6.6,1.1,2537|3151|3428|3433|3434|3437|4061|4599|4600|4939|4940|5359|5610|6772|8519|8743|9636|10410|10561|10581|10964|23586|51056|54625|54739|54809|83666|91351|91543|94240|219285,IFI6|HMGN2|IFI16|IFIT2|IFIT1|IFIT3|LY6E|MX1|MX2|OAS2|OAS3|PLSCR1|EIF2AK2|STAT1|IFITM1|TNFSF10|ISG15|IFITM3|IFI44|IFITM2|IFI44L|DDX58|LAP3|PARP14|XAF1|SAMD9|PARP9|DDX60L|RSAD2|EPSTI1|SAMD9L,-32,0
1,-35,COVID329,M1,1,0,COVID,200,RNA_Wilk_CD4+T-cells_patient-C5_Up,,-35,39,31,28160,38,472,25,5.3,1,2537|3428|3434|3437|4599|4600|4938|4939|4940|5610|6772|8743|9636|10346|10410|10561|10964|54625|54739|54809|55601|83666|91543|94240|219285,IFI6|IFI16|IFIT1|IFIT3|MX1|MX2|OAS1|OAS2|OAS3|EIF2AK2|STAT1|TNFSF10|ISG15|TRIM22|IFITM3|IFI44|IFI44L|PARP14|XAF1|SAMD9|DDX60|PARP9|RSAD2|EPSTI1|SAMD9L,-32,0
1,-34,COVID014,M1,1,0,COVID,200,RNA_Blanco-Melo_A549-low-MOI_Up,,-34,41,31,28160,35,472,24,5.1,1,2537|3428|3430|3433|3434|3437|3665|4599|4938|4939|4940|5359|5610|6772|8638|9636|10379|23586|54809|55601|83666|85441|129607|219285,IFI6|IFI16|IFI35|IFIT2|IFIT1|IFIT3|IRF7|MX1|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|STAT1|OASL|ISG15|IRF9|DDX58|SAMD9|DDX60|PARP9|HELZ2|CMPK2|SAMD9L,-31,0
1,-33,COVID313,M1,1,0,COVID,200,RNA_Wilk_CD8+T-cells_patient-C5_Up,,-33,35,29,28160,43,472,25,5.3,1,2537|3151|3428|3434|3437|3669|4599|4600|4938|4939|4940|5359|5610|6772|9636|10346|10561|10964|54625|54739|54809|83666|91543|94240|219285,IFI6|HMGN2|IFI16|IFIT1|IFIT3|ISG20|MX1|MX2|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|STAT1|ISG15|TRIM22|IFI44|IFI44L|PARP14|XAF1|SAMD9|PARP9|RSAD2|EPSTI1|SAMD9L,-30,0
1,-32,COVID254,M1,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C5_Up,,-32,19,24,28160,104,472,33,7,1.2,1191|2537|3151|3428|3433|3434|3437|3665|4061|4599|4600|4938|4939|4940|5359|5610|9636|10346|10410|10561|10581|10964|51056|54625|54739|54809|55601|83666|91351|91543|94240|129607|219285,CLU|IFI6|HMGN2|IFI16|IFIT2|IFIT1|IFIT3|IRF7|LY6E|MX1|MX2|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|ISG15|TRIM22|IFITM3|IFI44|IFITM2|IFI44L|LAP3|PARP14|XAF1|SAMD9|DDX60|PARP9|DDX60L|RSAD2|EPSTI1|CMPK2|SAMD9L,-29,0
1,-31,COVID017,M1,1,0,COVID,200,RNA_Blanco-Melo_Lung_Down,,-31,10,20,28160,259,472,45,9.5,1.4,241|597|2207|2537|3433|3434|3437|3561|3965|4599|4600|4938|4939|4940|5610|6282|6737|6772|7305|8519|8638|8740|8743|9050|9246|9636|10410|10581|10964|23586|24138|27074|51191|54809|55337|64108|81030|84941|91351|91543|94240|114769|121355|219285|389289,ALOX5AP|BCL2A1|FCER1G|IFI6|IFIT2|IFIT1|IFIT3|IL2RG|LGALS9|MX1|MX2|OAS1|OAS2|OAS3|EIF2AK2|S100A11|TRIM21|STAT1|TYROBP|IFITM1|OASL|TNFSF14|TNFSF10|PSTPIP2|UBE2L6|ISG15|IFITM3|IFITM2|IFI44L|DDX58|IFIT5|LAMP3|HERC5|SAMD9|SHFL|RTP4|ZBP1|HSH2D|DDX60L|RSAD2|EPSTI1|CARD16|GTSF1|SAMD9L|ANXA2R,-28,0
1,-30,COVID256,M1,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C6_Up,,-30,14,21,28160,154,472,36,7.6,1.2,597|1191|2537|2896|3151|3428|3433|3434|3437|3965|4061|4599|4600|4938|4939|4940|5359|5610|6772|8638|9636|10346|10410|10561|10581|10964|51056|54625|54739|54809|83666|91351|91543|94240|129607|219285,BCL2A1|CLU|IFI6|GRN|HMGN2|IFI16|IFIT2|IFIT1|IFIT3|LGALS9|LY6E|MX1|MX2|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|STAT1|OASL|ISG15|TRIM22|IFITM3|IFI44|IFITM2|IFI44L|LAP3|PARP14|XAF1|SAMD9|PARP9|DDX60L|RSAD2|EPSTI1|CMPK2|SAMD9L,-27,0
1,-29,COVID028,M1,1,0,COVID,200,RNA_Lamers_intestinal-organoid_expansion_Up,,-29,13,20,28160,167,472,36,7.6,1.2,2537|3151|3430|3433|3434|3437|4599|4938|4939|4940|5359|6772|7168|8519|8638|9111|9636|10346|10379|10410|10561|10964|23586|24138|51056|51191|51650|51728|54739|54809|55337|55601|83666|91543|94240|129607,IFI6|HMGN2|IFI35|IFIT2|IFIT1|IFIT3|MX1|OAS1|OAS2|OAS3|PLSCR1|STAT1|TPM1|IFITM1|OASL|NMI|ISG15|TRIM22|IRF9|IFITM3|IFI44|IFI44L|DDX58|IFIT5|LAP3|HERC5|MRPS33|POLR3K|XAF1|SAMD9|SHFL|DDX60|PARP9|RSAD2|EPSTI1|CMPK2,-25,0
1,-28,COVID299,M1,1,0,COVID,200,RNA_Wilk_NK-cells_patient-C6_Up,,-28,40,28,28160,30,472,20,4.2,0.93,2537|3437|3669|4599|4939|4940|5610|6772|8743|9636|10346|10561|10964|54625|54739|54809|55601|83666|91543|219285,IFI6|IFIT3|ISG20|MX1|OAS2|OAS3|EIF2AK2|STAT1|TNFSF10|ISG15|TRIM22|IFI44|IFI44L|PARP14|XAF1|SAMD9|DDX60|PARP9|RSAD2|SAMD9L,-25,0
1,-28,COVID239,M1,1,0,COVID,200,RNA_Lieberman_Nasopharynx_Infected_vs_Neg_Up,,-28,32,26,28160,41,472,22,4.7,0.97,3433|3434|3437|4599|4600|4938|4939|4940|6303|8519|8638|8743|9246|10410|10561|10964|23586|51191|54739|91351|91543|94240,IFIT2|IFIT1|IFIT3|MX1|MX2|OAS1|OAS2|OAS3|SAT1|IFITM1|OASL|TNFSF10|UBE2L6|IFITM3|IFI44|IFI44L|DDX58|HERC5|XAF1|DDX60L|RSAD2|EPSTI1,-25,0
1,-27,COVID241,M1,1,0,COVID,200,RNA_Lieberman_Nasopharynx_High_vs_Low_Up,,-27,12,19,28160,173,472,35,7.4,1.2,840|2537|3430|3433|3434|3437|4502|4599|4938|4939|4940|5359|6993|8638|8743|9246|10561|10964|11274|23424|23586|24138|26010|27074|51056|51191|51251|51513|54809|64108|83666|87178|91543|129607|219285,CASP7|IFI6|IFI35|IFIT2|IFIT1|IFIT3|MT2A|MX1|OAS1|OAS2|OAS3|PLSCR1|DYNLT1|OASL|TNFSF10|UBE2L6|IFI44|IFI44L|USP18|TDRD7|DDX58|IFIT5|SPATS2L|LAMP3|LAP3|HERC5|NT5C3A|ETV7|SAMD9|RTP4|PARP9|PNPT1|RSAD2|CMPK2|SAMD9L,-24,0
1,-26,COVID280,M1,1,0,COVID,200,RNA_Wilk_Dendritic-cells_patient-C4_Up,,-26,43,27,28160,25,472,18,3.8,0.88,2537|3437|3507|4599|4600|4939|4940|6772|10346|10410|10561|10581|10964|54625|54739|83666|91543|219285,IFI6|IFIT3|IGHM|MX1|MX2|OAS2|OAS3|STAT1|TRIM22|IFITM3|IFI44|IFITM2|IFI44L|PARP14|XAF1|PARP9|RSAD2|SAMD9L,-23,0
1,-25,COVID260,M1,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C1A-mild_Up,,-25,20,22,28160,74,472,25,5.3,1,567|950|1514|2537|2896|3105|3434|3437|4502|4599|4600|4939|4940|5359|8519|9636|10410|10561|10964|26010|51251|54739|91543|94240|129607,B2M|SCARB2|CTSL|IFI6|GRN|HLA-A|IFIT1|IFIT3|MT2A|MX1|MX2|OAS2|OAS3|PLSCR1|IFITM1|ISG15|IFITM3|IFI44|IFI44L|SPATS2L|NT5C3A|XAF1|RSAD2|EPSTI1|CMPK2,-22,0
1,-25,COVID252,M1,1,0,COVID,200,RNA_Wilk_CD14+Monocytes_patient-C4_Up,,-25,19,21,28160,78,472,25,5.3,1,1191|2537|3428|3434|3437|3507|4599|4600|4938|4939|4940|5359|6772|9636|10346|10410|10561|10581|10964|54739|54809|83666|91543|94240|219285,CLU|IFI6|IFI16|IFIT1|IFIT3|IGHM|MX1|MX2|OAS1|OAS2|OAS3|PLSCR1|STAT1|ISG15|TRIM22|IFITM3|IFI44|IFITM2|IFI44L|XAF1|SAMD9|PARP9|RSAD2|EPSTI1|SAMD9L,-22,0
1,-24,COVID038,M1,1,0,COVID,200,RNA_Sun_Calu-3_12h_Up,,-24,8.2,16,28160,300,472,41,8.7,1.3,567|3428|3433|3434|3437|3669|4599|4600|4938|4939|4940|5359|5610|6772|8638|8743|10346|10561|10964|11080|11274|23424|23586|24138|27074|51131|51191|51251|51513|54625|54739|54809|55601|64108|83666|91351|91543|94240|129607|152926|219285,B2M|IFI16|IFIT2|IFIT1|IFIT3|ISG20|MX1|MX2|OAS1|OAS2|OAS3|PLSCR1|EIF2AK2|STAT1|OASL|TNFSF10|TRIM22|IFI44|IFI44L|DNAJB4|USP18|TDRD7|DDX58|IFIT5|LAMP3|PHF11|HERC5|NT5C3A|ETV7|PARP14|XAF1|SAMD9|DDX60|RTP4|PARP9|DDX60L|RSAD2|EPSTI1|CMPK2|PPM1K|SAMD9L,-21,0
1,-21,COVID287,M1,1,0,COVID,200,RNA_Wilk_NK-cells_patient-C1A-mild_Up,,-21,30,22,28160,34,472,17,3.6,0.86,2537|3437|4599|4600|4939|4940|5610|6772|6966|6967|9636|10561|10964|54739|54809|83666|219285,IFI6|IFIT3|MX1|MX2|OAS2|OAS3|EIF2AK2|STAT1|TRGC1|TRGC2|ISG15|IFI44|IFI44L|XAF1|SAMD9|PARP9|SAMD9L,-18,0
1,-21,COVID315,M1,1,0,COVID,200,RNA_Wilk_CD8+T-cells_patient-C6_Up,,-21,26,21,28160,41,472,18,3.8,0.88,2537|3428|3437|3669|4599|4939|5610|5698|6772|8519|9636|10561|10964|54625|54739|55601|83666|219285,IFI6|IFI16|IFIT3|ISG20|MX1|OAS2|EIF2AK2|PSMB9|STAT1|IFITM1|ISG15|IFI44|IFI44L|PARP14|XAF1|DDX60|PARP9|SAMD9L,-18,0
1,-21,COVID237,M1,1,0,COVID,200,Proteome_Klann_Caco-2_24h_Up,,-21,17,19,28160,76,472,22,4.7,0.97,2537|3433|3434|3437|3669|3965|4938|4939|4940|5359|5698|8743|9636|10346|10379|23586|51191|51251|54625|83666|85441|94240,IFI6|IFIT2|IFIT1|IFIT3|ISG20|LGALS9|OAS1|OAS2|OAS3|PLSCR1|PSMB9|TNFSF10|ISG15|TRIM22|IRF9|DDX58|HERC5|NT5C3A|PARP14|PARP9|HELZ2|EPSTI1,-18,0
1,-21,COVID266,M1,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C4_Up,,-21,17,18,28160,77,472,22,4.7,0.97,2537|2896|3105|3434|3437|3507|4599|4939|4940|6772|9636|10410|10561|10964|54625|54739|54809|83666|91543|94240|140691|219285,IFI6|GRN|HLA-A|IFIT1|IFIT3|IGHM|MX1|OAS2|OAS3|STAT1|ISG15|IFITM3|IFI44|IFI44L|PARP14|XAF1|SAMD9|PARP9|RSAD2|EPSTI1|TRIM69|SAMD9L,-18,0
1,-19,COVID357,M1,1,0,COVID,200,RNA_Zhang_T-cells_severe-only_Up,,-19,16,17,28160,79,472,21,4.4,0.95,1471|2207|3433|3512|5473|5729|7305|8743|9111|23586|51056|51191|51251|54625|64167|79180|85441|91351|113402|259197|445815,CST3|FCER1G|IFIT2|JCHAIN|PPBP|PTGDR|TYROBP|TNFSF10|NMI|DDX58|LAP3|HERC5|NT5C3A|PARP14|ERAP2|EFHD2|HELZ2|DDX60L|SFT2D1|NCR3|PALM2AKAP2,-16,0
1,-18,COVID331,M1,1,0,COVID,200,RNA_Wilk_CD4+T-cells_patient-C6_Up,,-18,25,19,28160,38,472,16,3.4,0.83,3428|3437|4599|4600|4939|5610|6772|9636|10346|10561|10964|54625|54739|55601|83666|219285,IFI16|IFIT3|MX1|MX2|OAS2|EIF2AK2|STAT1|ISG15|TRIM22|IFI44|IFI44L|PARP14|XAF1|DDX60|PARP9|SAMD9L,-15,0
1,-18,COVID268,M1,1,0,COVID,200,RNA_Wilk_CD16+Monocytes_patient-C5_Up,,-18,13,16,28160,100,472,22,4.7,0.97,2537|3315|3434|3437|4502|4599|4600|4940|5359|8638|9636|10410|10561|10964|26010|51056|51191|51251|85441|91543|94240|219285,IFI6|HSPB1|IFIT1|IFIT3|MT2A|MX1|MX2|OAS3|PLSCR1|OASL|ISG15|IFITM3|IFI44|IFI44L|SPATS2L|LAP3|HERC5|NT5C3A|HELZ2|RSAD2|EPSTI1|SAMD9L,-15,0
1,-18,COVID319,M1,1,0,COVID,200,RNA_Wilk_CD4+T-cells_patient-C1A-mild_Up,,-18,24,19,28160,40,472,16,3.4,0.83,2537|3437|4599|4600|4939|4940|5610|9636|10346|10410|10561|10964|54739|55601|83666|219285,IFI6|IFIT3|MX1|MX2|OAS2|OAS3|EIF2AK2|ISG15|TRIM22|IFITM3|IFI44|IFI44L|XAF1|DDX60|PARP9|SAMD9L,-15,0
1,-17,COVID335,M1,1,0,COVID,200,RNA_Wilk_B-cells_patient-C1A-mild_Up,,-17,17,17,28160,63,472,18,3.8,0.88,2537|3437|3507|3512|3669|4599|4939|4940|5610|6748|6772|9636|10410|10561|10964|51056|51237|54739,IFI6|IFIT3|IGHM|JCHAIN|ISG20|MX1|OAS2|OAS3|EIF2AK2|SSR4|STAT1|ISG15|IFITM3|IFI44|IFI44L|LAP3|MZB1|XAF1,-14,0
1,-17,COVID295,M1,1,0,COVID,200,RNA_Wilk_NK-cells_patient-C4_Up,,-17,32,20,28160,24,472,13,2.8,0.75,3437|3507|4599|4938|4939|4940|6772|9636|10346|10561|10964|54739|91543,IFIT3|IGHM|MX1|OAS1|OAS2|OAS3|STAT1|ISG15|TRIM22|IFI44|IFI44L|XAF1|RSAD2,-14,0
1,-17,COVID303,M1,1,0,COVID,200,RNA_Wilk_CD8+T-cells_patient-C1A-mild_Up,,-17,38,21,28160,19,472,12,2.5,0.72,2537|3437|4599|4939|4940|5610|6772|9636|10561|10964|54739|83666,IFI6|IFIT3|MX1|OAS2|OAS3|EIF2AK2|STAT1|ISG15|IFI44|IFI44L|XAF1|PARP9,-14,0
1,-16,COVID345,M1,1,0,COVID,200,RNA_Wilk_B-cells_patient-C5_Up,,-16,11,15,28160,116,472,22,4.7,0.97,2537|3434|3437|3512|3514|3669|4599|4938|4939|4940|6748|6772|8743|9636|10410|10561|10964|51056|51237|54739|91543|219285,IFI6|IFIT1|IFIT3|JCHAIN|IGKC|ISG20|MX1|OAS1|OAS2|OAS3|SSR4|STAT1|TNFSF10|ISG15|IFITM3|IFI44|IFI44L|LAP3|MZB1|XAF1|RSAD2|SAMD9L,-14,0
1,-16,COVID042,M1,1,0,COVID,200,RNA_Sun_Calu-3_7h_Up,,-16,16,16,28160,63,472,17,3.6,0.86,3434|3437|4599|4600|4939|4940|9636|10346|10561|10964|11274|27074|51513|54739|91543|94240|129607,IFIT1|IFIT3|MX1|MX2|OAS2|OAS3|ISG15|TRIM22|IFI44|IFI44L|USP18|LAMP3|ETV7|XAF1|RSAD2|EPSTI1|CMPK2,-13,0
