Cluster,Score,Type,Gene,Symbol,Network
5,5.5,Clustered,9021,SOCS3,MyList_SUB1
5,5.5,Clustered,10075,HUWE1,MyList_SUB1
5,5.5,Clustered,55175,KLHL11,MyList_SUB1
5,5.5,Clustered,114907,FBXO32,MyList_SUB1
5,5.5,Clustered,64718,UNKL,MyList_SUB1
5,5.5,Clustered,8697,CDC23,MyList_SUB1
5,5.5,Seed,55585,UBE2Q1,MyList_SUB1
5,5.5,Clustered,29945,ANAPC4,MyList_SUB1
5,5.5,Clustered,6468,FBXW4,MyList_SUB1
5,5.5,Clustered,7317,UBA1,MyList_SUB1
5,5.5,Clustered,8945,BTRC,MyList_SUB1
5,5.5,Clustered,55294,FBXW7,MyList_SUB1
1,3.2758620689655173,Clustered,9343,EFTUD2,MyList_SUB1
1,3.2758620689655173,Clustered,25942,SIN3A,MyList_SUB1
1,3.2758620689655173,Clustered,3570,IL6R,MyList_SUB1
1,3.2758620689655173,Clustered,1660,DHX9,MyList_SUB1
1,3.2758620689655173,Clustered,11252,PACSIN2,MyList_SUB1
1,3.2758620689655173,Clustered,1387,CREBBP,MyList_SUB1
1,3.2758620689655173,Clustered,5929,RBBP5,MyList_SUB1
1,3.2758620689655173,Clustered,3718,JAK3,MyList_SUB1
1,3.2758620689655173,Clustered,9146,HGS,MyList_SUB1
1,3.2758620689655173,Seed,6936,GCFC2,MyList_SUB1
1,3.2758620689655173,Clustered,1994,ELAVL1,MyList_SUB1
1,3.2758620689655173,Clustered,1856,DVL2,MyList_SUB1
1,3.2758620689655173,Clustered,8364,H4C3,MyList_SUB1
1,3.2758620689655173,Clustered,5093,PCBP1,MyList_SUB1
1,3.2758620689655173,Clustered,11091,WDR5,MyList_SUB1
1,3.2758620689655173,Clustered,10594,PRPF8,MyList_SUB1
1,3.2758620689655173,Clustered,29072,SETD2,MyList_SUB1
1,3.2758620689655173,Clustered,23067,SETD1B,MyList_SUB1
